run_id,passed,duration_ms,alpha_records,beta_records,partition_alpha_records,partition_beta_records,total_tickets,class_pot_micros
2026-07-11T11-17-35-466Z-waku-reliability-aefed9fe,true,92137,11,11,11,8,15,150000
