run_id,passed,duration_ms,postcards,alpha_tickets,beta_tickets,class_pot_micros,alpha_db_bytes,beta_db_bytes
2026-07-10T21-58-11-364Z-d9416e76,true,4382,2,5,3,80000,65536,65536
