run_id,passed,deliveries,retries,p50_ms,p95_ms,max_ms,alpha_records,beta_records,store_recovered,class_pot_micros
2026-07-10T22-15-00-248Z-waku-4cfda859,true,20,0,1279,1764,1792,20,20,20,220000
