run_id,passed,deliveries,retries,p50_ms,p95_ms,max_ms,alpha_records,beta_records,store_recovered,class_pot_micros
2026-07-11T10-50-17-605Z-waku-controlled-bc9b583c,true,20,0,77,86,142,20,20,20,220000
