run_id,passed,deliveries,retries,p50_ms,p95_ms,max_ms,alpha_records,beta_records,store_recovered,class_pot_micros
2026-07-10T22-12-44-763Z-waku-634d46d3,true,20,0,1213,1338,1412,20,20,2,220000
