run_id,passed,deliveries,retries,p50_ms,p95_ms,max_ms,alpha_records,beta_records,store_recovered,cypher_sync_recovered,class_pot_micros
2026-07-11T11-24-25-017Z-waku-controlled-ec489d40,true,20,0,78,85,151,20,20,0,20,220000
