run_id,passed,duration_ms,postcards,alpha_tickets,beta_tickets,class_pot_micros,alpha_db_bytes,beta_db_bytes
2026-07-10T22-00-58-592Z-866c571a,true,4499,2,5,3,80000,65536,65536
